movieId,rating_count,rating_mean,rating_sd
1,68997,3.8974375697494095,0.9214502058173593
2,28904,3.2757576805978412,0.9555444508862201
3,13134,3.1394472361809047,1.0122734359323284
4,2806,2.8453314326443335,1.1058705512895701
5,13154,3.0596016420860574,0.9990785807622263
6,29490,3.8682773821634453,0.8748170141623682
7,13585,3.363967611336032,0.9641930043909797
8,1510,3.1155629139072847,0.989200891591407
9,4154,2.9877226769378913,0.96362619985746
10,32474,3.4278499722855207,0.8755156499361896
11,19127,3.6571600355518377,0.9037831919164877
12,4258,2.649131047440113,1.131198688696549
13,2107,3.3540579022306596,0.9994948403403653
14,6116,3.428302812295618,0.9454725601138894
15,3099,2.7308809293320424,1.081649670057552
16,22298,3.8383487308278768,0.8543417915911509
17,22251,3.9451260617500337,0.9670411009100357
18,6191,3.403488935551607,1.0214646773504457
19,24849,2.663910016499658,1.1657695369500016
20,4306,2.8714584300975385,0.9277753343853464
21,24829,3.5650851826493213,0.9231228115385329
22,10317,3.315886401085587,0.9234738843149997
23,4717,3.1504133983464064,0.950038133009192
24,8293,3.186060532979621,1.0528662437635117
25,22525,3.6761820199778024,1.0337187639483973
26,2802,3.6079586009992863,0.9367906738341003
27,1802,3.412597114317425,0.9437200143991087
28,3310,4.041238670694864,0.9051614732585272
29,9413,3.929884202698396,0.9794002114023014
30,1300,3.6296153846153847,0.9828826778922405
31,10223,3.2411718673579184,0.9393743969177192
32,55275,3.910185436454093,0.8594077687035367
33,67,3.014925373134328,1.0515866412442767
34,35969,3.586935972643109,1.110268955434446
35,1497,3.485303941215765,0.9933524662123603
36,21759,3.920561606691484,0.8985424138003776
37,85,2.9823529411764707,1.2013064783401282
38,750,2.9193333333333333,1.2601362942935246
39,30616,3.4290240397177945,0.9917637175978875
40,880,3.628409090909091,0.9942895959426786
41,4760,3.8362394957983192,0.9375990456301827
42,2568,3.0438084112149535,0.9485850602719919
43,2572,3.458398133748056,0.9380973735949782
44,12261,2.669195008563739,1.1212304966644684
45,9306,3.3785192349022135,0.9624277467207192
46,3179,3.267851525636993,0.9824089057000517
47,63298,4.087198647666593,0.8458392113768822
48,15667,2.9902342503350994,1.0606377790854984
49,263,3.5285171102661597,1.0913191850404809
50,67750,4.265070110701107,0.7932102795566993
51,30,2.6,1.1477113658539524
52,9518,3.526633746585417,0.920502940842719
53,159,3.6792452830188678,1.0692523989311478
54,1057,2.815988647114475,1.0838255547846818
55,944,3.2282838983050848,1.0002941348522352
56,74,1.9594594594594594,1.1957595074695468
57,2451,3.3127294981640145,0.9569387500193974
58,11659,3.9677502358692855,0.9695516350466793
59,194,3.5695876288659796,1.1076993078133162
60,6708,3.090638044126416,1.0059011856757305
61,2327,3.3109153416415986,1.0013539308823378
62,20596,3.711861526510002,0.9844701432402454
63,2696,3.104228486646884,1.1752253634984662
64,2076,2.827071290944123,0.997567787580757
65,5248,2.373380335365854,1.197649628926162
66,2415,2.1339544513457556,1.1472772665498192
67,179,3.3184357541899443,1.1486415083347425
68,1241,3.428686543110395,0.9505680640582639
69,5039,3.550704504862076,1.0231825548228406
70,16824,3.3432596291012837,1.0418536047440299
71,1341,2.3422818791946307,1.0892598532707936
72,1378,3.478955007256894,1.0322996077602087
73,2982,3.796613011401744,1.0476560940102078
74,3565,3.2896213183730714,1.020993990488613
75,590,2.4296610169491526,1.1797894349000801
76,3609,3.0267387087835966,0.9998849316560215
77,221,3.425339366515837,1.0124634663386656
78,1258,3.1736883942766294,0.9276959619469592
79,5614,3.122461702885643,0.9697047897000982
80,595,3.7394957983193278,1.0533910679257172
81,3311,3.2526427061310783,1.0059362139630634
82,2555,4.010176125244619,0.9883295947802121
83,589,3.640916808149406,1.0208738961178452
84,158,3.3765822784810124,1.0981842408927083
85,2703,3.523122456529782,1.0056842234964563
86,4374,3.4791952446273435,0.9216513936369247
87,1076,2.3810408921933086,1.1261266128165672
88,5419,3.1087839084701976,1.0501122200887745
89,3451,3.127209504491452,0.8792544647463014
90,218,3.3440366972477062,1.1454121020138266
92,2360,2.841313559322034,1.0068274618450945
93,2130,2.4981220657276997,1.0619585600267758
94,4186,3.5247252747252746,0.9037544064932121
95,23156,3.0771074451546037,0.9624133510549245
96,487,3.6786447638603694,1.0457221356891433
